gateid,treatment,date_random_assignment,site,w1_completed,w2_completed,w3_completed,age,gender,race_white_hispanic,race_white_not_hispanic,race_black_hispanic,race_black_not_hispanic,race_american_indian_alaskan,race_hawaiian_pacific_islander,race_asian,race_other,language,grade,household_size,has_children_in_hh,number_of_children_in_hh,marital_status,household_income,born_us,citizen,disability,ever_self_employed,years_self_employed,cb_industry,cb_start_mth,cb_start_year,cb_end_mth,cb_end_year,self_employed_at_application,weeks_self_employed,cb_weekly_hours_worked,cb_was_financial_success,cb_maximum_employees,relatives_friends_ever_se,worked_for_relatives_friends_se,working_in_wage_and_salary_job,now_self_employed,now_looking_for_work,now_in_school_or_training,now_caring_for_family_member,now_retired,now_doing_other,now_disabled,ever_worked,month_last_job_ended,year_last_job_ended,reason_last_job_ended,hourly_pay_rate,hours_worked_per_week,weeks_worked_someone_else,managerial_experience,years_managerial_experience,now_tanf,now_ssi,now_ssdi,now_ga,now_food_stamps,now_social_security,now_health,now_veteran,now_other,currently_receiving_ui_benefits,weeks_received_ui_benefits,family_support,sa_enjoys_working_independently,sa_always_finishes_projects,sa_works_long_hours,sa_has_innovative_ideas,sa_often_takes_initiative,sa_finds_a_way,sa_is_risk_averse,sa_handles_challenges,sa_communicates_well,sa_takes_advice,sa_good_motivator,sa_has_clear_goals,sa_often_misses_deadlines,sa_is_organized,sa_is_indecisive,sa_works_well_under_pressure,sa_has_sense_of_humor,sa_will_not_risk_savings,sa_will_lower_standard_of_living,sa_gets_sick_often,sa_finds_many_solutions,is_responsible_for_child_care,has_child_care_plans,has_car,has_telephone,has_computer,has_bank_account,has_credit_history,has_credit_history_problem,has_salaried_family_support,amount_salaried_family_support,has_health_insurance,health_insurance_source,is_operating_business,months_in_business,ever_operated_similar_business,builds_on_work_skills,builds_on_hobby_skills,is_home_based_business,has_location_in_mind,has_formal_business_plan,why_to_obtain_more_income,why_to_be_own_boss,why_to_pursue_interests,why_to_use_specific_talent,why_for_schedule_flexibility,why_to_work_at_home,why_to_realize_dream,why_to_avoid_unemployment,why_other,why_to_help_others,why_to_create_jobs,why_to_save_for_retirement,why_because_of_disability,why_for_fun_or_job_satisfaction,why_for_personal_fulfillment,why_for_security,why_to_meet_market_needs
MN4737,0,2005-04-25,3,1,1,1,26,0,0,1,0,0,0,0,0,0,1,17,1,0,-1,5,5,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.23,40,46,1,1,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,2,2,2,4,1,2,1,2,1,5,2,3,1,1,4,2,5,2,0,-4,1,1,1,1,1,0,1,650,1,1,0,-1,0,1,1,1,-1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
MN4738,0,2005-04-25,3,0,0,0,25,0,0,0,0,0,0,0,1,0,9,7,7,1,5,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,-4,1,1,2,1,1,2,3,2,1,3,1,2,1,4,1,3,1,2,2,1,4,2,1,1,0,1,0,0,1,0,0,-1,1,3,0,-1,0,1,0,1,-1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
MN4739,1,2005-04-25,3,0,0,0,33,0,0,0,0,0,0,0,1,0,9,7,6,1,4,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,-4,1,2,1,1,2,1,4,1,2,4,3,2,1,4,1,2,3,2,2,1,5,1,1,1,1,1,1,1,1,0,0,-1,1,3,0,-1,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN4740,0,2005-04-25,3,0,0,0,25,1,0,0,0,0,0,0,1,0,9,7,6,1,4,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,-4,1,4,1,1,2,1,1,1,2,1,3,3,2,4,1,1,2,2,1,2,3,1,1,1,1,1,0,1,1,0,0,-1,1,3,0,-1,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN4741,0,2005-04-25,3,0,0,0,33,1,0,0,0,0,0,0,1,0,9,7,6,1,4,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,-4,1,3,1,4,2,1,2,2,1,1,3,4,1,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,0,0,-1,1,3,0,-1,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN4742,1,2005-04-25,3,0,0,0,34,1,0,0,0,0,0,0,1,0,9,7,7,1,5,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,-4,2,1,1,1,2,2,2,2,3,3,2,2,1,2,2,2,1,2,2,2,1,1,1,1,0,1,0,0,1,0,0,-1,1,3,0,-1,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN4743,1,2005-04-25,3,0,0,0,24,0,0,0,0,0,0,0,1,0,9,7,5,1,3,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,-4,1,1,3,1,2,2,1,1,2,3,3,1,2,1,1,1,2,2,1,1,2,3,1,0,0,1,0,1,1,0,0,-1,1,3,0,-1,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN4744,1,2005-04-25,3,0,0,0,39,1,0,0,0,0,0,0,1,0,9,7,9,1,7,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,-4,1,1,1,1,2,1,1,2,1,1,2,1,1,4,2,1,2,3,1,2,1,1,1,1,0,1,0,1,0,-1,0,-1,1,3,0,-1,1,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN4745,0,2005-04-25,3,0,0,0,29,1,0,0,0,0,0,0,1,0,9,7,6,1,4,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,-4,1,1,1,2,3,1,2,3,4,4,1,2,1,1,2,2,3,1,1,2,1,2,1,1,1,1,0,1,1,0,0,-1,1,3,0,-1,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN4746,0,2005-04-25,3,1,1,1,25,1,0,0,0,0,0,0,1,0,9,7,1,0,-1,5,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,-4,2,1,2,1,1,2,3,1,2,1,3,1,2,2,2,1,1,2,3,1,1,1,0,1,0,1,0,0,-4,-4,-4,-4,1,3,0,-1,0,1,0,-4,-4,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
MN4747,0,2005-04-25,3,0,0,0,41,0,0,0,0,0,0,0,1,0,9,7,7,1,7,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,-4,1,1,2,3,1,2,2,1,2,3,1,2,1,2,1,1,1,2,1,2,3,1,0,0,0,1,0,1,0,-1,0,-1,1,3,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN4748,0,2005-04-25,3,0,0,0,33,1,0,0,0,0,0,0,1,0,9,7,6,1,4,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,-4,1,1,2,1,2,2,1,1,3,2,1,1,3,1,3,2,1,1,1,3,1,2,1,1,0,0,0,0,0,-1,0,-1,1,3,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN4749,0,2005-04-25,3,0,0,0,28,0,0,0,0,0,0,0,1,0,9,7,6,1,4,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,0,1,0,0,0,-1,0,-1,1,3,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN4750,1,2005-04-25,3,0,0,0,32,0,0,0,0,0,0,0,1,0,9,7,9,1,7,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,-4,1,1,2,1,1,1,1,1,1,1,2,2,2,5,1,1,1,2,1,1,1,1,1,1,0,1,0,0,0,-1,0,-1,1,3,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN4751,1,2005-04-25,3,0,0,0,43,1,0,0,0,0,0,0,1,0,9,7,12,1,7,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,-4,2,1,2,1,1,1,2,3,1,2,1,1,2,3,1,2,1,1,1,1,2,3,1,1,0,0,0,1,1,0,0,-1,1,3,0,-1,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN4752,0,2005-04-25,3,0,0,0,42,1,0,0,0,0,0,0,1,0,9,7,11,1,8,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,-4,1,1,1,2,3,1,1,2,1,2,2,3,1,1,2,2,2,1,2,1,1,2,1,1,0,1,0,1,0,-1,0,-1,1,3,0,-1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN4753,1,2005-04-25,3,0,0,0,39,0,0,0,0,0,0,0,1,0,9,7,11,1,8,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4,-4,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,-4,1,1,1,1,1,1,2,2,2,2,1,2,2,3,1,2,2,1,2,2,1,1,1,1,0,1,0,0,0,-1,0,-1,1,3,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN4754,1,2005-04-25,3,1,1,1,44,1,0,1,0,0,0,0,0,0,1,15,2,0,-1,5,6,1,1,0,1,10,54,6,2000,9,2004,0,12,45,1,0,1,0,0,1,1,0,0,0,0,0,1,6,2004,2,14.53,45,26,1,3,0,0,0,0,0,0,0,0,0,1,23,2,1,1,1,1,1,1,5,1,1,1,2,2,5,1,4,2,1,5,1,5,1,0,-4,1,1,1,1,1,0,0,-1,1,4,0,-1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
MN4755,0,2005-04-25,3,1,0,0,31,1,0,1,0,0,0,0,0,0,1,15,5,1,3,1,5,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,14,48,1,5,0,0,0,0,0,0,0,0,0,1,12,2,1,2,1,1,1,1,5,2,1,2,2,2,4,2,5,1,1,5,1,4,1,0,1,1,1,1,1,1,1,1,770,1,2,0,-1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
MN4756,1,2005-04-25,3,0,0,0,39,1,0,0,0,1,0,0,0,0,15,15,5,1,2,1,8,0,1,0,1,1,54,6,2003,-4,-4,1,0,20,0,3,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28.85,40,48,0,-1,0,0,0,0,0,0,0,0,0,0,-4,2,1,1,1,1,1,2,4,1,1,1,1,2,5,2,5,1,4,4,1,5,2,1,1,1,1,1,1,1,0,1,2250,1,2,1,1,0,0,0,1,-1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MN4757,0,2005-04-25,3,1,1,1,44,1,0,0,0,0,0,0,0,0,1,18,1,0,-1,3,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,0,1,7,2004,1,18.17,40,36,1,1,0,0,0,0,0,0,0,0,0,0,16,3,1,2,1,1,1,1,3,1,1,1,1,1,4,2,4,1,1,4,1,5,1,0,1,1,1,1,1,1,1,0,-1,1,3,0,-1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
MN4758,1,2005-04-25,4,1,0,0,31,1,0,1,0,0,0,0,0,0,1,18,1,0,-1,5,3,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,0,1,7,2004,1,13,40,32,0,-1,0,0,0,0,0,0,0,0,0,1,12,2,1,1,1,1,1,1,4,1,1,1,1,1,5,3,4,1,1,3,3,5,2,0,-4,1,1,1,1,1,0,0,-1,1,3,0,-1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
MN4759,1,2005-04-25,4,1,1,1,53,0,0,0,0,0,1,0,0,0,1,12,3,0,-1,3,5,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.21,40,52,1,9,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,2,2,2,2,1,1,1,1,1,5,2,5,1,1,5,5,5,1,0,0,1,1,1,1,1,1,0,-1,1,1,0,-1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
MN4760,0,2005-04-25,4,1,1,1,55,0,0,1,0,0,0,0,0,0,1,15,2,0,-1,1,6,1,1,1,1,6,81,-4,-4,-4,-4,-4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2005,4,10.01,35,38,1,5,0,0,0,0,0,0,0,0,0,1,8,1,2,1,1,1,2,1,3,1,1,2,1,4,5,2,5,2,1,2,1,3,1,0,-4,1,1,1,1,1,0,1,1000,1,2,0,-1,0,-4,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MN4802,0,2005-04-29,3,1,1,1,49,1,0,1,0,0,0,0,0,0,1,16,3,1,-4,3,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4,20,32,0,-1,0,0,0,0,0,0,0,0,0,1,15,5,2,4,2,4,4,2,1,2,4,2,3,2,5,4,2,3,1,1,2,5,2,0,0,1,1,1,1,1,1,0,-1,0,-1,0,-1,0,0,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
MN4803,0,2005-04-29,3,1,1,1,42,1,0,1,0,0,0,0,0,0,1,16,5,1,3,1,5,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,0,1,4,2005,1,24.36,45,52,1,10,0,0,0,0,0,0,0,0,0,0,-4,1,3,1,1,1,1,1,1,1,1,1,1,1,3,2,5,2,1,5,1,5,1,0,1,1,1,1,1,1,0,0,-1,0,-1,0,-1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MN4804,1,2005-04-29,3,0,0,0,40,1,0,0,0,0,0,0,1,0,9,7,8,1,6,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,-4,2,2,1,2,1,1,1,2,3,1,2,1,2,1,2,3,1,1,2,3,1,1,0,1,0,1,0,1,-4,-4,-4,-4,1,3,0,-1,1,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN4805,0,2005-04-29,3,1,1,1,45,1,0,1,0,0,0,0,0,0,1,15,2,0,-1,1,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,2,2005,1,17.5,40,50,0,-1,0,0,0,0,0,0,0,0,0,1,-4,1,1,1,1,1,1,1,1,1,2,2,2,2,5,4,5,2,1,1,1,5,2,0,0,1,1,1,1,1,0,1,300,0,-1,0,-1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
MN4806,0,2005-04-29,3,1,1,1,48,1,0,1,0,0,0,0,0,0,1,18,4,1,2,2,6,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,10,2004,1,7.8,50,22,1,2,0,0,0,0,0,0,0,0,0,1,28,1,1,1,1,1,1,1,3,1,1,1,1,2,4,2,4,1,1,3,1,5,1,0,1,1,1,1,1,1,1,0,-1,1,2,0,-1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
MN4807,0,2005-04-29,3,1,1,1,64,0,0,1,0,0,0,0,0,0,1,14,1,0,-1,3,4,1,1,0,1,15,53,5,1972,4,1992,0,0,60,1,45,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.17,40,52,1,3,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,2,1,3,1,1,1,2,3,2,2,2,2,2,3,1,4,2,0,-4,1,1,1,1,1,0,0,-1,1,1,0,-1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MN4808,1,2005-04-29,3,1,1,1,44,0,0,1,0,0,0,0,0,0,1,12,2,0,-1,1,5,1,1,0,1,2,56,-4,-4,-4,-4,-4,0,24,1,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.11,20,-4,-4,-4,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,4,1,1,3,1,5,2,0,0,1,1,0,1,1,0,1,450,1,2,0,-1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MN4809,0,2005-04-29,3,1,1,1,52,1,0,1,0,0,0,0,0,0,1,12,3,0,-1,1,7,1,1,0,1,5,81,3,2004,-4,-4,1,52,18,1,1,1,1,0,1,0,0,0,0,0,0,1,4,2005,2,18.75,50,52,1,6,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,2,1,1,1,4,1,1,2,1,1,5,1,4,2,1,5,1,5,1,0,0,1,1,1,1,1,0,1,500,1,2,1,1,0,0,1,1,-1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
MN4810,0,2005-04-29,3,0,0,0,46,1,0,1,0,0,0,0,0,0,1,12,2,0,-1,1,6,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,3,2005,1,20,45,46,1,1,0,0,0,0,0,0,0,0,0,1,6,1,1,1,1,1,2,1,2,1,1,1,1,1,5,1,5,1,2,3,1,5,1,0,-4,1,1,1,1,1,0,1,500,0,-1,0,-1,0,1,0,1,-1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
MN4811,1,2005-04-29,3,1,1,1,51,1,0,1,0,0,0,0,0,0,1,12,3,1,1,1,5,1,1,0,1,25,56,-4,-4,-4,-4,1,52,30,1,0,1,0,0,1,0,0,0,0,0,0,1,-4,-4,6,28.85,20,-4,1,1,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,2,2,1,1,1,1,2,1,3,3,5,1,1,3,2,2,2,5,1,0,1,1,1,1,1,1,0,0,-1,1,2,1,25,0,1,1,1,-1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
MN4812,1,2005-04-29,3,1,1,1,26,1,1,0,0,0,0,0,0,0,1,15,2,0,-1,5,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.68,45,30,1,5,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,4,1,1,1,1,1,5,1,5,1,1,4,1,5,1,0,1,1,1,1,1,1,0,0,-1,1,1,0,-1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
MN4813,1,2005-04-29,3,1,1,1,50,1,0,1,0,0,0,0,0,0,1,17,2,0,-1,1,6,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,1,1,0,0,0,1,2,2005,3,38,45,20,1,25,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,2,1,1,2,4,2,2,1,1,2,5,1,5,1,2,3,3,5,1,0,1,1,1,1,1,1,0,1,1000,1,2,0,-1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
MN4814,0,2005-04-29,4,0,0,0,25,0,0,1,0,0,0,0,0,0,1,12,3,1,1,5,5,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,0,1,0,0,0,1,12,2003,7,9.1,40,-4,1,3,1,0,0,0,1,0,0,0,0,0,-4,1,1,1,1,2,2,2,5,1,1,3,3,2,4,1,3,1,2,3,1,4,2,1,1,1,1,1,1,1,1,0,-1,1,3,1,1,1,1,1,1,-1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MN4840,0,2005-05-03,3,1,1,1,57,1,0,0,0,1,0,0,0,0,1,12,1,0,-1,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,1,0,0,1,5,2002,1,15,40,25,0,-1,0,0,0,0,0,1,0,0,0,0,-4,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,4,2,1,5,1,4,2,0,0,1,1,1,1,0,-1,0,-1,1,3,0,-1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
MN4841,1,2005-05-03,3,1,1,1,41,0,0,1,0,0,0,0,0,0,1,16,4,1,2,1,8,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,2,2005,1,34.62,40,48,1,5,0,0,0,0,0,0,0,0,0,1,2,2,1,2,4,3,2,2,3,2,2,2,2,3,5,2,3,2,2,2,3,5,2,1,1,1,1,1,1,1,0,1,980,1,2,0,-1,0,1,0,1,-1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
MN4842,0,2005-05-03,3,1,0,0,39,1,0,0,0,1,0,0,0,0,3,18,4,1,2,1,6,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,0,0,0,0,0,1,12,2004,7,15.77,50,12,1,4,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,2,1,1,1,1,1,5,1,2,2,1,5,1,4,2,1,1,1,1,1,1,1,1,1,750,0,-1,0,-1,0,1,1,1,-1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MN4843,1,2005-05-03,4,1,1,1,53,1,0,1,0,0,0,0,0,0,1,16,2,0,-1,1,7,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,5,2004,2,32.69,50,-4,1,29,0,0,0,0,0,0,0,0,0,1,-4,1,1,1,1,2,2,2,2,2,2,2,2,2,5,1,4,2,2,4,2,5,2,0,-4,1,1,1,1,1,0,0,-1,1,3,0,-1,0,0,0,1,-1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
MN4854,0,2005-05-05,3,1,1,1,44,0,0,1,0,0,0,0,0,0,1,18,4,0,-1,5,8,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,0,0,0,0,0,1,1,2005,1,35.96,40,52,1,9,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,1,1,1,3,1,2,2,2,2,4,1,4,2,1,2,2,3,2,0,0,1,1,1,1,1,0,1,385,1,1,1,2,0,1,0,1,-1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
MN4855,0,2005-05-05,3,1,0,0,22,1,0,0,0,0,0,0,0,1,1,14,4,0,-1,5,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,0,1,1,2005,3,19,40,44,0,-1,0,0,0,0,0,0,0,0,0,1,5,2,1,1,1,1,1,2,2,1,1,1,1,1,5,1,5,1,1,1,1,5,1,0,0,1,1,1,1,1,0,0,-1,0,-1,0,-1,0,1,0,1,-1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
MN4856,1,2005-05-05,3,1,1,1,58,0,0,1,0,0,0,0,0,0,1,16,1,0,-1,5,3,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,26,0,-1,0,0,0,0,0,0,0,0,0,0,26,3,1,2,1,1,2,2,5,1,2,2,2,2,4,4,2,2,1,1,2,5,2,0,-4,1,1,1,1,0,-1,0,-1,0,-1,0,-1,0,1,1,1,-1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
MN4857,0,2005-05-05,3,1,1,1,51,1,0,1,0,0,0,0,0,0,1,14,3,1,1,1,5,1,1,0,1,26,81,6,1976,-4,-4,1,0,40,1,3,1,0,0,1,0,0,0,0,0,0,1,5,1976,6,-4,40,-4,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,2,2,2,3,2,3,3,2,2,3,4,2,2,3,3,1,3,2,5,3,0,0,1,1,1,1,1,0,1,500,1,3,1,2,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
